Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,Attrition,Age_Group,Distance_Group,HourlyRate_Group,MonthlyIncome_Group,MonthlyRate_Group,DailyRate_Group,PercentSalaryHike_Group
32.0,Travel_Rarely,1018.0,Research & Development,2.0,Master,Medical,Low,Female,74.0,Very High,2.0,Research Scientist,Very High,Single,6509.432098765432,10557.0,7.0,No,16.0,Excellent,High,0.0,Good,No,Age_group 2,Distance_1,HourlyRate_4,Income_4,Rate_2,DailyRate_4,PercentSalaryHike_4
28.0,Travel_Rarely,1157.0,Research & Development,2.0,Master,Medical,Low,Male,84.0,Low,1.0,Research Scientist,Very High,Married,3464.0,24737.0,5.0,Yes,13.0,Excellent,Very High,4.0,Good,Yes,Age_group 1,Distance_1,HourlyRate_4,Income_2,Rate_5,DailyRate_4,PercentSalaryHike_2
30.0,Travel_Rarely,1275.0,Research & Development,28.0,College,Medical,Very High,Female,64.0,High,2.0,Research Scientist,Very High,Married,5775.0,11934.0,1.0,No,13.0,Excellent,Very High,2.0,Better,No,Age_group 2,Distance_5,HourlyRate_3,Income_4,Rate_3,DailyRate_5,PercentSalaryHike_2
31.0,Travel_Frequently,798.0,Research & Development,7.0,College,Life Sciences,High,Female,48.0,Medium,3.0,Manufacturing Director,High,Married,8943.0,14034.0,1.0,No,24.0,Outstanding,Low,2.0,Better,No,Age_group 2,Distance_3,HourlyRate_2,Income_4,Rate_3,DailyRate_3,PercentSalaryHike_5
39.0,Travel_Frequently,672.0,Research & Development,7.0,College,Medical,High,Male,54.0,Medium,5.0,Manager,Very High,Married,19272.0,21141.0,1.0,No,15.0,Excellent,Low,2.0,Better,No,Age_group 4,Distance_3,HourlyRate_2,Income_5,Rate_4,DailyRate_3,PercentSalaryHike_3
39.0,Travel_Rarely,1162.0,Sales,3.0,College,Medical,Very High,Female,41.0,High,2.0,Sales Executive,High,Married,5238.0,17778.0,4.0,Yes,18.0,Excellent,Low,3.0,Good,Yes,Age_group 4,Distance_2,HourlyRate_1,Income_3,Rate_4,DailyRate_4,PercentSalaryHike_4
33.0,Travel_Frequently,508.0,Sales,10.0,Bachelor,Marketing,Medium,Male,46.0,Medium,2.0,Sales Executive,Very High,Single,4682.0,4317.0,3.0,No,14.0,Excellent,High,6.0,Good,No,Age_group 2,Distance_4,HourlyRate_2,Income_3,Rate_1,DailyRate_2,PercentSalaryHike_3
47.0,Travel_Rarely,1482.0,Research & Development,5.0,Doctor,Life Sciences,Very High,Male,42.0,High,5.0,Research Director,High,Married,18300.0,16375.0,4.0,No,11.0,Excellent,Medium,2.0,Better,No,Age_group 5,Distance_2,HourlyRate_1,Income_5,Rate_3,DailyRate_5,PercentSalaryHike_1
43.0,Travel_Frequently,559.0,Research & Development,10.0,Master,Life Sciences,High,Female,82.0,Medium,2.0,Laboratory Technician,High,Divorced,5257.0,6227.0,1.0,No,11.0,Excellent,Medium,2.0,Best,No,Age_group 4,Distance_4,HourlyRate_4,Income_3,Rate_1,DailyRate_2,PercentSalaryHike_1
27.0,Non-Travel,210.0,Sales,1.0,Below College,Marketing,High,Male,73.0,High,2.0,Sales Executive,Medium,Married,6349.0,22107.0,0.0,Yes,13.0,Excellent,Very High,0.0,Better,No,Age_group 1,Distance_1,HourlyRate_3,Income_4,Rate_5,DailyRate_1,PercentSalaryHike_2
54.0,Travel_Frequently,928.0,Research & Development,20.0,Master,Life Sciences,Very High,Female,31.0,High,2.0,Research Scientist,High,Single,4869.0,16885.0,3.0,No,12.0,Excellent,Very High,4.0,Good,No,Age_group 5,Distance_5,HourlyRate_1,Income_3,Rate_4,DailyRate_3,PercentSalaryHike_1
43.0,Travel_Rarely,1001.0,Research & Development,7.0,Bachelor,Life Sciences,High,Female,43.0,High,3.0,Healthcare Representative,Low,Married,9985.0,9262.0,8.0,No,16.0,Excellent,Low,1.0,Good,No,Age_group 4,Distance_3,HourlyRate_1,Income_5,Rate_2,DailyRate_4,PercentSalaryHike_4
45.0,Travel_Rarely,549.0,Research & Development,8.0,Master,Other,Very High,Male,75.0,High,2.0,Research Scientist,Very High,Married,3697.0,9278.0,9.0,No,14.0,Excellent,Low,3.0,Better,No,Age_group 4,Distance_3,HourlyRate_4,Income_2,Rate_2,DailyRate_2,PercentSalaryHike_3
40.0,Travel_Rarely,1124.0,Sales,1.0,College,Medical,Medium,Male,57.0,Low,2.0,Sales Executive,Very High,Married,7457.0,13273.0,2.0,Yes,22.0,Outstanding,High,2.0,Good,No,Age_group 4,Distance_1,HourlyRate_2,Income_4,Rate_3,DailyRate_4,PercentSalaryHike_5
29.0,Travel_Rarely,318.0,Research & Development,8.0,Master,Other,Medium,Male,77.0,Low,1.0,Laboratory Technician,Low,Married,2119.0,4759.0,1.0,Yes,11.0,Excellent,Very High,4.0,Good,Yes,Age_group 1,Distance_3,HourlyRate_4,Income_1,Rate_1,DailyRate_1,PercentSalaryHike_1
29.0,Travel_Rarely,738.0,Research & Development,9.0,Doctor,Other,Medium,Male,30.0,Medium,1.0,Laboratory Technician,Very High,Single,3983.0,7621.0,0.0,No,17.0,Excellent,High,2.0,Better,No,Age_group 1,Distance_3,HourlyRate_1,Income_2,Rate_2,DailyRate_3,PercentSalaryHike_4
30.0,Travel_Rarely,570.0,Sales,5.0,Bachelor,Marketing,Very High,Female,30.0,Medium,2.0,Sales Executive,High,Divorced,6118.0,5431.0,1.0,No,13.0,Excellent,High,2.0,Better,No,Age_group 2,Distance_2,HourlyRate_1,Income_4,Rate_1,DailyRate_2,PercentSalaryHike_2
27.0,Travel_Rarely,1130.0,Sales,8.0,Master,Marketing,Medium,Female,56.0,High,2.0,Sales Executive,Medium,Married,6214.0,3415.0,1.0,No,18.0,Excellent,Low,3.0,Better,No,Age_group 1,Distance_3,HourlyRate_2,Income_4,Rate_1,DailyRate_4,PercentSalaryHike_4
37.0,Travel_Rarely,802.7306374228924,Research & Development,5.0,College,Medical,Very High,Male,61.0,High,2.0,Manufacturing Director,Very High,Divorced,6347.0,23177.0,7.0,No,16.0,Excellent,High,2.0,Good,No,Age_group 3,Distance_2,HourlyRate_3,Income_4,Rate_5,DailyRate_3,PercentSalaryHike_4
38.0,Travel_Rarely,343.0,Research & Development,15.0,College,Life Sciences,High,Male,92.0,Medium,3.0,Research Director,Very High,Divorced,11510.0,15682.0,0.0,Yes,14.0,Excellent,Medium,3.0,Better,No,Age_group 3,Distance_4,HourlyRate_5,Income_5,Rate_3,DailyRate_1,PercentSalaryHike_3
31.0,Travel_Rarely,1232.0,Research & Development,7.0,Master,Medical,High,Female,39.0,High,3.0,Manufacturing Director,Very High,Single,7143.0,25713.0,1.0,Yes,14.0,Excellent,High,2.0,Good,No,Age_group 2,Distance_3,HourlyRate_1,Income_4,Rate_5,DailyRate_5,PercentSalaryHike_3
29.0,Travel_Rarely,144.0,Sales,9.20426409903714,Below College,Marketing,Very High,Female,39.0,Medium,2.0,Sales Executive,Medium,Divorced,8268.0,11866.0,1.0,Yes,14.0,Excellent,Low,2.0,Better,No,Age_group 1,Distance_4,HourlyRate_1,Income_4,Rate_3,DailyRate_1,PercentSalaryHike_3
35.0,Travel_Rarely,1296.0,Research & Development,5.0,Master,Technical Degree,High,Male,62.0,High,3.0,Manufacturing Director,Medium,Single,8095.0,18264.0,0.0,No,13.0,Excellent,Very High,5.0,Better,No,Age_group 3,Distance_2,HourlyRate_3,Income_4,Rate_4,DailyRate_5,PercentSalaryHike_2
23.0,Travel_Rarely,1309.0,Research & Development,26.0,Below College,Life Sciences,High,Male,83.0,High,1.0,Research Scientist,Very High,Divorced,2904.0,16092.0,1.0,No,12.0,Excellent,High,2.0,Good,No,Age_group 1,Distance_5,HourlyRate_4,Income_2,Rate_3,DailyRate_5,PercentSalaryHike_1
41.0,Travel_Rarely,483.0,Research & Development,6.0,Bachelor,Medical,Very High,Male,95.0,Medium,1.0,Manufacturing Director,Medium,Single,6032.0,10110.0,6.0,Yes,15.0,Excellent,Very High,3.0,Better,No,Age_group 4,Distance_3,HourlyRate_5,Income_4,Rate_2,DailyRate_2,PercentSalaryHike_3
47.0,Travel_Frequently,1309.0,Sales,4.0,Below College,Medical,Medium,Male,99.0,High,2.0,Sales Representative,High,Single,2976.0,25751.0,3.0,No,19.0,Excellent,Low,3.0,Better,No,Age_group 5,Distance_2,HourlyRate_5,Income_2,Rate_5,DailyRate_5,PercentSalaryHike_4
36.929014472777396,Travel_Rarely,810.0,Research & Development,23.0,Doctor,Life Sciences,Low,Female,44.0,High,4.0,Research Director,Very High,Single,15992.0,15901.0,2.0,No,14.0,Excellent,Medium,2.0,Better,No,Age_group 3,Distance_5,HourlyRate_1,Income_5,Rate_3,DailyRate_3,PercentSalaryHike_3
29.0,Non-Travel,746.0,Sales,2.0,Bachelor,Life Sciences,Very High,Male,61.0,High,2.0,Sales Executive,High,Married,4649.0,16928.0,1.0,No,14.0,Excellent,Low,3.0,Good,No,Age_group 1,Distance_1,HourlyRate_3,Income_3,Rate_4,DailyRate_3,PercentSalaryHike_3
42.0,Travel_Rarely,544.0,Human Resources,2.0,Below College,Technical Degree,High,Male,52.0,High,1.0,Human Resources,High,Divorced,2696.0,24017.0,0.0,Yes,11.0,Excellent,High,5.0,Better,No,Age_group 4,Distance_1,HourlyRate_2,Income_1,Rate_5,DailyRate_2,PercentSalaryHike_1
32.0,Travel_Rarely,1062.0,Research & Development,2.0,Bachelor,Medical,High,Female,75.0,High,1.0,Laboratory Technician,Medium,Married,2370.0,3956.0,1.0,No,13.0,Excellent,High,4.0,Better,No,Age_group 2,Distance_1,HourlyRate_4,Income_1,Rate_1,DailyRate_4,PercentSalaryHike_2
48.0,Travel_Rarely,530.0,Sales,29.0,Below College,Medical,Low,Female,91.0,High,3.0,Manager,High,Married,12504.0,23978.0,3.0,No,21.0,Outstanding,Medium,3.0,Bad,No,Age_group 5,Distance_5,HourlyRate_5,Income_5,Rate_5,DailyRate_2,PercentSalaryHike_5
37.0,Travel_Rarely,1319.0,Research & Development,6.0,Bachelor,Medical,High,Male,51.0,Very High,2.0,Research Scientist,Low,Divorced,5974.0,17001.0,4.0,Yes,13.0,Excellent,Low,2.0,Better,No,Age_group 3,Distance_3,HourlyRate_2,Income_4,Rate_4,DailyRate_5,PercentSalaryHike_2
30.0,Non-Travel,641.0,Sales,25.0,College,Technical Degree,Very High,Female,85.0,High,2.0,Sales Executive,High,Married,4736.0,6069.0,7.0,Yes,12.0,Excellent,Medium,2.0,Best,No,Age_group 2,Distance_5,HourlyRate_4,Income_3,Rate_1,DailyRate_2,PercentSalaryHike_1
26.0,Travel_Rarely,933.0,Sales,1.0,Bachelor,Life Sciences,High,Male,57.0,High,2.0,Sales Executive,High,Married,5296.0,20156.0,1.0,No,17.0,Excellent,Medium,3.0,Better,No,Age_group 1,Distance_1,HourlyRate_2,Income_3,Rate_4,DailyRate_3,PercentSalaryHike_4
42.0,Travel_Rarely,1332.0,Research & Development,2.0,Master,Other,Low,Male,98.0,Medium,2.0,Healthcare Representative,Very High,Single,6781.0,17078.0,3.0,No,23.0,Outstanding,Medium,6.0,Better,No,Age_group 4,Distance_1,HourlyRate_5,Income_4,Rate_4,DailyRate_5,PercentSalaryHike_5
21.0,Travel_Frequently,756.0,Sales,1.0,Below College,Technical Degree,Low,Female,99.0,Medium,1.0,Sales Representative,Medium,Single,2174.0,9150.0,1.0,Yes,11.0,Excellent,High,3.0,Better,Yes,Age_group 1,Distance_1,HourlyRate_5,Income_1,Rate_2,DailyRate_3,PercentSalaryHike_1
36.0,Non-Travel,845.0,Sales,1.0,Doctor,Medical,Very High,Female,45.0,High,2.0,Sales Executive,Very High,Single,6653.0,15276.0,4.0,No,15.0,Excellent,Medium,6.0,Better,No,Age_group 3,Distance_1,HourlyRate_1,Income_4,Rate_3,DailyRate_3,PercentSalaryHike_3
36.0,Travel_Frequently,541.0,Sales,3.0,Master,Medical,Low,Male,48.0,Medium,3.0,Sales Executive,Very High,Married,9699.0,7246.0,4.0,No,11.0,Excellent,Low,2.0,Better,No,Age_group 3,Distance_2,HourlyRate_2,Income_4,Rate_2,DailyRate_2,PercentSalaryHike_1
57.0,Travel_Rarely,593.0,Research & Development,1.0,Master,Medical,Very High,Male,88.0,High,2.0,Healthcare Representative,High,Married,6755.0,2967.0,2.0,No,11.0,Excellent,High,2.0,Better,No,Age_group 5,Distance_1,HourlyRate_5,Income_4,Rate_1,DailyRate_2,PercentSalaryHike_1
40.0,Travel_Rarely,1171.0,Research & Development,10.0,Master,Life Sciences,Very High,Female,46.0,Very High,1.0,Laboratory Technician,High,Married,2213.0,22495.0,3.0,Yes,13.0,Excellent,High,3.0,Better,No,Age_group 4,Distance_4,HourlyRate_2,Income_1,Rate_5,DailyRate_4,PercentSalaryHike_2
21.0,Non-Travel,895.0,Sales,9.0,College,Medical,Low,Male,39.0,High,1.0,Sales Representative,Very High,Single,2610.0,2851.0,1.0,No,24.0,Outstanding,High,3.0,Good,No,Age_group 1,Distance_3,HourlyRate_1,Income_1,Rate_1,DailyRate_3,PercentSalaryHike_5
33.0,Travel_Rarely,350.0,Sales,5.0,Bachelor,Marketing,Very High,Female,34.0,High,1.0,Sales Representative,High,Single,2851.0,9150.0,1.0,Yes,13.0,Excellent,Medium,2.0,Better,Yes,Age_group 2,Distance_2,HourlyRate_1,Income_2,Rate_2,DailyRate_1,PercentSalaryHike_2
37.0,Travel_Rarely,921.0,Research & Development,10.0,Bachelor,Medical,High,Female,65.85773195876288,High,1.0,Laboratory Technician,Low,Married,3452.0,17663.0,6.0,No,20.0,Outstanding,Medium,3.0,Better,No,Age_group 3,Distance_4,HourlyRate_3,Income_2,Rate_4,DailyRate_3,PercentSalaryHike_5
46.0,Non-Travel,1144.0,Research & Development,7.0,Master,Medical,High,Female,30.0,High,2.0,Manufacturing Director,High,Married,5258.0,16044.0,2.0,No,14.0,Excellent,High,2.0,Best,No,Age_group 5,Distance_3,HourlyRate_1,Income_3,Rate_3,DailyRate_4,PercentSalaryHike_3
41.0,Travel_Frequently,143.0,Sales,9.20426409903714,Bachelor,Marketing,Low,Male,56.0,High,2.0,Sales Executive,Medium,Single,9355.0,9558.0,1.0,No,18.0,Excellent,High,5.0,Better,Yes,Age_group 4,Distance_4,HourlyRate_2,Income_4,Rate_2,DailyRate_1,PercentSalaryHike_4
50.0,Travel_Rarely,1046.0,Research & Development,10.0,Bachelor,Technical Degree,Very High,Male,100.0,Medium,3.0,Healthcare Representative,Very High,Single,10496.0,2755.0,6.0,No,15.0,Excellent,Very High,2.0,Better,No,Age_group 5,Distance_4,HourlyRate_5,Income_5,Rate_1,DailyRate_4,PercentSalaryHike_3
40.0,Travel_Rarely,575.0,Sales,22.0,College,Marketing,High,Male,68.0,Medium,2.0,Sales Executive,High,Married,6380.0,6110.0,2.0,Yes,12.0,Excellent,Low,6.0,Better,Yes,Age_group 4,Distance_5,HourlyRate_3,Income_4,Rate_1,DailyRate_2,PercentSalaryHike_1
36.929014472777396,Travel_Rarely,408.0,Research & Development,9.0,Master,Life Sciences,High,Male,42.0,Medium,1.0,Research Scientist,Medium,Single,2657.0,7551.0,0.0,Yes,16.0,Excellent,Very High,5.0,Better,No,Age_group 3,Distance_3,HourlyRate_1,Income_1,Rate_2,DailyRate_2,PercentSalaryHike_4
21.0,Travel_Rarely,156.0,Sales,12.0,Bachelor,Life Sciences,High,Female,90.0,Very High,1.0,Sales Representative,Medium,Single,2716.0,25422.0,1.0,No,15.0,Excellent,Very High,0.0,Better,Yes,Age_group 1,Distance_4,HourlyRate_5,Income_2,Rate_5,DailyRate_1,PercentSalaryHike_3
29.0,Travel_Rarely,1283.0,Research & Development,23.0,Bachelor,Life Sciences,Very High,Male,54.0,High,1.0,Research Scientist,Very High,Single,2201.0,18168.0,9.0,No,16.0,Excellent,Very High,4.0,Better,No,Age_group 1,Distance_5,HourlyRate_2,Income_1,Rate_4,DailyRate_5,PercentSalaryHike_4
35.0,Travel_Rarely,755.0,Research & Development,9.0,Master,Life Sciences,High,Male,97.0,Medium,2.0,Healthcare Representative,Medium,Single,6540.0,19394.0,9.0,No,19.0,Excellent,High,5.0,Better,No,Age_group 3,Distance_3,HourlyRate_5,Income_4,Rate_4,DailyRate_3,PercentSalaryHike_4
27.0,Travel_Rarely,1469.0,Research & Development,1.0,College,Medical,Very High,Male,82.0,High,1.0,Laboratory Technician,Medium,Divorced,3816.0,17881.0,1.0,No,11.0,Excellent,Medium,2.0,Better,No,Age_group 1,Distance_1,HourlyRate_4,Income_2,Rate_4,DailyRate_5,PercentSalaryHike_1
28.0,Travel_Rarely,304.0,Sales,9.0,Master,Life Sciences,Medium,Male,92.0,High,2.0,Sales Executive,Very High,Single,5253.0,20750.0,1.0,No,16.0,Excellent,Very High,1.0,Better,No,Age_group 1,Distance_3,HourlyRate_5,Income_3,Rate_4,DailyRate_1,PercentSalaryHike_4
49.0,Travel_Rarely,1261.0,Research & Development,7.0,Bachelor,Other,Medium,Male,31.0,Medium,3.0,Healthcare Representative,High,Single,10965.0,12066.0,8.0,No,24.0,Outstanding,High,2.0,Better,No,Age_group 5,Distance_3,HourlyRate_1,Income_5,Rate_3,DailyRate_5,PercentSalaryHike_5
51.0,Travel_Rarely,1178.0,Sales,14.0,College,Life Sciences,High,Female,87.0,High,2.0,Sales Executive,Very High,Married,4936.0,14862.0,4.0,No,11.0,Excellent,High,2.0,Good,No,Age_group 5,Distance_4,HourlyRate_4,Income_3,Rate_3,DailyRate_4,PercentSalaryHike_1
36.0,Travel_Rarely,329.0,Research & Development,2.0,Bachelor,Life Sciences,Very High,Female,96.0,High,1.0,Research Scientist,High,Married,2543.0,11868.0,4.0,No,13.0,Excellent,Medium,3.0,Better,No,Age_group 3,Distance_1,HourlyRate_5,Income_1,Rate_3,DailyRate_1,PercentSalaryHike_2
34.0,Non-Travel,1362.0,Sales,19.0,Bachelor,Marketing,Low,Male,67.0,Very High,2.0,Sales Executive,Very High,Single,5304.0,4652.0,8.0,Yes,13.0,Excellent,Medium,3.0,Good,Yes,Age_group 2,Distance_5,HourlyRate_3,Income_3,Rate_1,DailyRate_5,PercentSalaryHike_2
55.0,Travel_Rarely,1311.0,Research & Development,2.0,Bachelor,Life Sciences,High,Female,97.0,High,4.0,Manager,Very High,Single,16659.0,23258.0,2.0,Yes,13.0,Excellent,High,2.0,Better,No,Age_group 5,Distance_1,HourlyRate_5,Income_5,Rate_5,DailyRate_5,PercentSalaryHike_2
24.0,Travel_Rarely,1371.0,Sales,10.0,Master,Marketing,Very High,Female,77.0,High,2.0,Sales Executive,High,Divorced,4260.0,5915.0,1.0,Yes,12.0,Excellent,Very High,2.0,Best,No,Age_group 1,Distance_4,HourlyRate_4,Income_3,Rate_1,DailyRate_5,PercentSalaryHike_1
30.0,Travel_Rarely,202.0,Sales,2.0,Below College,Technical Degree,High,Male,72.0,High,1.0,Sales Representative,Medium,Married,2476.0,17434.0,1.0,No,18.0,Excellent,Low,3.0,Better,No,Age_group 2,Distance_1,HourlyRate_3,Income_1,Rate_4,DailyRate_1,PercentSalaryHike_4
26.0,Travel_Frequently,575.0,Research & Development,3.0,Below College,Technical Degree,High,Male,73.0,High,1.0,Research Scientist,Low,Single,3102.0,6582.0,0.0,No,22.0,Outstanding,High,2.0,Better,Yes,Age_group 1,Distance_2,HourlyRate_3,Income_2,Rate_1,DailyRate_2,PercentSalaryHike_5
22.0,Travel_Rarely,253.0,Research & Development,11.0,Bachelor,Medical,Low,Female,43.0,High,1.0,Research Scientist,Medium,Married,2244.0,24440.0,1.0,No,13.0,Excellent,Very High,1.0,Better,No,Age_group 1,Distance_4,HourlyRate_1,Income_1,Rate_5,DailyRate_1,PercentSalaryHike_2
36.0,Travel_Rarely,164.0,Sales,2.0,College,Medical,Medium,Male,61.0,Medium,3.0,Sales Executive,High,Married,7596.0,3809.0,1.0,No,13.0,Excellent,Medium,2.0,Better,No,Age_group 3,Distance_1,HourlyRate_3,Income_4,Rate_1,DailyRate_1,PercentSalaryHike_2
30.0,Travel_Frequently,464.0,Research & Development,4.0,Bachelor,Technical Degree,High,Male,40.0,High,1.0,Research Scientist,Very High,Single,2285.0,3427.0,9.0,Yes,23.0,Outstanding,High,4.0,Better,Yes,Age_group 2,Distance_2,HourlyRate_1,Income_1,Rate_1,DailyRate_2,PercentSalaryHike_5
37.0,Travel_Rarely,1107.0,Research & Development,14.0,Bachelor,Life Sciences,Very High,Female,95.0,High,1.0,Laboratory Technician,Low,Divorced,3034.0,26914.0,1.0,No,12.0,Excellent,High,2.0,Good,No,Age_group 3,Distance_4,HourlyRate_5,Income_2,Rate_5,DailyRate_4,PercentSalaryHike_1
40.0,Travel_Rarely,759.0,Sales,2.0,College,Marketing,Very High,Female,46.0,High,2.0,Sales Executive,Medium,Divorced,5715.0,22553.0,7.0,No,12.0,Excellent,High,5.0,Better,No,Age_group 4,Distance_1,HourlyRate_2,Income_3,Rate_5,DailyRate_3,PercentSalaryHike_1
42.0,Travel_Rarely,201.0,Research & Development,1.0,Master,Life Sciences,Medium,Female,65.85773195876288,High,1.0,Laboratory Technician,Low,Divorced,2576.0,20490.0,3.0,No,16.0,Excellent,Medium,5.0,Better,No,Age_group 4,Distance_1,HourlyRate_3,Income_1,Rate_4,DailyRate_1,PercentSalaryHike_4
37.0,Travel_Rarely,1305.0,Research & Development,10.0,Master,Life Sciences,High,Male,49.0,High,2.0,Manufacturing Director,Medium,Single,4197.0,21123.0,2.0,Yes,12.0,Excellent,Very High,2.0,Good,No,Age_group 3,Distance_4,HourlyRate_2,Income_2,Rate_4,DailyRate_5,PercentSalaryHike_1
43.0,Travel_Rarely,982.0,Research & Development,12.0,Bachelor,Life Sciences,High,Male,59.0,Medium,4.0,Research Director,Medium,Divorced,14336.0,4345.0,1.0,No,11.0,Excellent,High,3.0,Better,No,Age_group 4,Distance_4,HourlyRate_2,Income_5,Rate_1,DailyRate_4,PercentSalaryHike_1
40.0,Travel_Rarely,555.0,Research & Development,2.0,Bachelor,Medical,Medium,Female,78.0,Medium,2.0,Laboratory Technician,High,Married,3448.0,13436.0,6.0,No,22.0,Outstanding,Medium,3.0,Better,No,Age_group 4,Distance_1,HourlyRate_4,Income_2,Rate_3,DailyRate_2,PercentSalaryHike_5
54.0,Travel_Rarely,821.0,Research & Development,5.0,College,Medical,Low,Male,86.0,High,5.0,Research Director,Low,Married,19406.0,8509.0,4.0,No,11.0,Excellent,High,4.0,Good,No,Age_group 5,Distance_2,HourlyRate_4,Income_5,Rate_2,DailyRate_3,PercentSalaryHike_1
34.0,Non-Travel,1381.0,Sales,4.0,Master,Marketing,High,Female,72.0,High,2.0,Sales Executive,High,Married,6538.0,12740.0,9.0,No,15.0,Excellent,Low,3.0,Better,No,Age_group 2,Distance_2,HourlyRate_3,Income_4,Rate_3,DailyRate_5,PercentSalaryHike_3
31.0,Travel_Rarely,480.0,Research & Development,7.0,College,Medical,Medium,Female,31.0,High,2.0,Manufacturing Director,Low,Married,4306.0,4156.0,1.0,No,12.0,Excellent,Medium,5.0,Bad,No,Age_group 2,Distance_3,HourlyRate_1,Income_3,Rate_1,DailyRate_2,PercentSalaryHike_1
43.0,Travel_Frequently,802.7306374228924,Research & Development,21.0,Bachelor,Medical,Very High,Male,61.0,High,1.0,Laboratory Technician,Very High,Married,2258.0,15238.0,7.0,No,20.0,Outstanding,High,1.0,Better,No,Age_group 4,Distance_5,HourlyRate_3,Income_1,Rate_3,DailyRate_3,PercentSalaryHike_5
43.0,Travel_Rarely,1473.0,Research & Development,8.0,Master,Other,High,Female,74.0,High,2.0,Healthcare Representative,High,Divorced,4522.0,2227.0,4.0,Yes,14.0,Excellent,Very High,3.0,Better,No,Age_group 4,Distance_3,HourlyRate_4,Income_3,Rate_1,DailyRate_5,PercentSalaryHike_3
25.0,Travel_Rarely,891.0,Sales,4.0,College,Life Sciences,Medium,Female,99.0,Medium,2.0,Sales Executive,Very High,Single,4487.0,12090.0,1.0,Yes,11.0,Excellent,Medium,3.0,Better,No,Age_group 1,Distance_2,HourlyRate_5,Income_3,Rate_3,DailyRate_3,PercentSalaryHike_1
37.0,Non-Travel,1063.0,Research & Development,25.0,Doctor,Medical,Medium,Female,72.0,High,2.0,Research Scientist,High,Married,4449.0,23866.0,3.0,Yes,15.0,Excellent,Low,2.0,Better,No,Age_group 3,Distance_5,HourlyRate_3,Income_3,Rate_5,DailyRate_4,PercentSalaryHike_3
31.0,Travel_Rarely,329.0,Research & Development,1.0,College,Life Sciences,Very High,Male,98.0,Medium,1.0,Laboratory Technician,Low,Married,2218.0,16193.0,1.0,No,12.0,Excellent,High,3.0,Better,No,Age_group 2,Distance_1,HourlyRate_5,Income_1,Rate_3,DailyRate_1,PercentSalaryHike_1
39.0,Travel_Frequently,1218.0,Research & Development,1.0,Below College,Life Sciences,High,Male,52.0,High,5.0,Manager,High,Divorced,19197.0,8213.0,1.0,Yes,14.0,Excellent,High,3.0,Better,No,Age_group 4,Distance_1,HourlyRate_2,Income_5,Rate_2,DailyRate_4,PercentSalaryHike_3
56.0,Travel_Frequently,906.0,Sales,6.0,Bachelor,Life Sciences,High,Female,86.0,Very High,4.0,Sales Executive,Low,Married,13212.0,18256.0,9.0,No,11.0,Excellent,Very High,0.0,Good,No,Age_group 5,Distance_3,HourlyRate_4,Income_5,Rate_4,DailyRate_3,PercentSalaryHike_1
